description,latitude,longitude,windowStart,windowEnd,unloadingDuration,loadWeight,loadVolume
80020960,-23.486081,-47.464456,07:30:00,23:59:00,10,218,15.88
80020977,-23.504667,-47.452908,07:30:00,23:59:00,9,117,8.4
80020978,-23.475942,-47.4627,07:30:00,23:59:00,10,75.1,5.48
80021011,-23.377342,-47.328914,07:30:00,23:59:00,5,25.9,2
80021014,-23.530608,-47.2561,10:37:00,17:43:00,14,578.6,44
80021044,-23.517592,-47.43555,09:20:00,16:36:00,11,309.7,22.92
80021085,-23.469439,-47.486353,07:30:00,23:59:00,5,51.8,4
80021107,-23.529467,-47.495475,07:29:00,14:16:00,8,300.83,21.11
80021125,-23.478928,-47.449319,09:29:00,14:48:00,17,222.06,16.2
80021130,-23.2642,-47.672908,10:27:00,16:17:00,13,595.7,46
80021139,-23.51935,-47.258514,07:30:00,23:59:00,5,35.99,2.58
80021144,-23.423825,-47.413192,07:30:00,23:59:00,26,730.1,50.6
80021146,-23.515636,-47.462711,07:37:00,10:28:00,27,1143.56,83.18
80021154,-23.497181,-47.440631,08:17:00,13:30:00,7,115.7,7.8
80021178,-23.4548,-47.473208,07:30:00,23:59:00,12,334.57,24.31
80021190,-23.382742,-47.331458,08:08:00,16:30:00,11,387.6,27.2
80021194,-23.560908,-47.330339,14:31:00,20:41:00,9,451.28,30.555
80021198,-23.804058,-47.735828,08:42:00,14:38:00,15,388.5,30
80021199,-23.449758,-47.479381,11:04:00,14:32:00,12,346.46,24.85
80021202,-23.264,-47.28,07:30:00,23:59:00,6,122.06,8.01
80021250,-23.406,-47.352,07:30:00,23:59:00,9,199.98,14.28
80021261,-23.5466,-47.462858,11:32:00,14:56:00,6,126.9,9.48
80021292,-23.281128,-47.686272,11:20:00,16:02:00,19,1158.0975,85.95
80021299,-23.813139,-47.721708,09:52:00,13:36:00,11,98.4,6.96
80021301,-23.508128,-47.428681,08:23:00,13:48:00,11,70.2,5.04
80021315,-23.351631,-47.691969,09:02:00,15:58:00,39,1621.13,116.62
80021327,-23.4624,-47.479039,08:25:00,15:12:00,80,2244.3,155.01
80021334,-23.707094,-47.435408,07:30:00,23:59:00,5,25.9,2
80021336,-23.454956,-47.473558,08:30:00,16:15:00,23,258.67,18.69
80021338,-23.467725,-47.501892,09:45:00,14:37:00,9,297.58,20.955
80021367,-23.705228,-47.423008,07:30:00,23:59:00,14,298.88,21.555
80021455,-23.489344,-47.464583,07:30:00,23:59:00,6,117,8.4
80021462,-23.534,-47.463,08:53:00,14:37:00,22,293.47,30.07
80021467,-23.481183,-47.468853,09:38:00,14:07:00,6,109.99,7.97
80021496,-23.492042,-47.466639,07:30:00,23:59:00,6,117,8.4
80021533,-23.291117,-47.665769,10:52:00,15:55:00,10,613.4,46.2
80021542,-23.508392,-47.449628,09:06:00,16:41:00,11,96.09,7.13
80021545,-23.213469,-47.511439,07:30:00,23:59:00,6,72.79,4.87
80021547,-23.202,-47.527,11:02:00,16:35:00,22,400.99,29.25
80021551,-23.470469,-47.584878,08:38:00,17:01:00,8,265.16,19.22
80021552,-23.505558,-47.619739,07:30:00,23:59:00,6,117,8.4
80021557,-23.453,-47.468,08:43:00,14:49:00,13,206.8,14.2
80021560,-23.511858,-47.2354,07:30:00,23:59:00,4,110.61,7.65
80021572,-23.291792,-47.662683,10:41:00,15:47:00,12,373.76,27.24
80021652,-23.496442,-47.466503,09:31:00,12:25:00,16,310.18,26.48
80021689,-23.379869,-47.331997,07:30:00,23:59:00,14,155.4,12
80021744,-23.747478,-47.531628,07:30:00,23:59:00,7,363.5,26.8
80021758,-23.506406,-47.613156,10:48:00,14:14:00,15,427,31.36
80021769,-23.510889,-47.251958,11:41:00,14:07:00,10,77.7,6
80021771,-23.493231,-47.462367,07:30:00,23:59:00,12,210.8,14.96
80021778,-23.518986,-47.256525,07:30:00,23:59:00,6,288.3,21.12
80021785,-23.383278,-47.352908,07:30:00,23:59:00,6,70.2,5.04
80021788,-23.3844,-47.35345,07:30:00,23:59:00,7,171.2,12.52
80021813,-23.519264,-47.437292,08:03:00,10:12:00,13,451.89,33.19
80021820,-23.4123,-47.407469,09:56:00,14:36:00,6,163.8,11.76
80021821,-23.465358,-47.470469,07:30:00,23:59:00,5,70.2,5.04
80021834,-23.276389,-47.674858,07:30:00,23:59:00,4,166.2,11.88
80021838,-23.501433,-47.447856,08:21:00,17:20:00,6,546.41,41.77
80021839,-23.511519,-47.4464,07:38:00,15:53:00,18,107.84,7.68
80021863,-23.266531,-47.298208,09:30:00,14:10:00,55,1776.648,134.939
80021894,-23.479714,-47.466739,09:45:00,13:17:00,12,413.9,25.14
80021903,-23.562956,-47.457333,09:10:00,20:10:00,14,972.18,69.72
80021929,-23.28005,-47.278497,09:44:00,14:11:00,12,132.87,9.77
80021941,-23.398019,-47.352225,07:30:00,23:59:00,9,264.53,18.365
80021952,-23.3969,-47.338622,07:30:00,23:59:00,15,231.6,15.475
80021958,-23.458536,-47.480119,08:14:00,11:12:00,14,117,8.4
80021964,-23.478208,-47.44665,09:38:00,14:29:00,11,351.07,25.67
80021979,-23.64535,-47.576408,09:11:00,14:23:00,14,441.2,32.8
80021986,-23.491269,-47.459811,07:31:00,14:29:00,8,204.7,15.68
80022002,-23.476481,-47.477092,07:30:00,23:59:00,8,117,8.4
80022006,-23.464608,-47.478078,09:25:00,18:59:00,35,180.79,12.87
80022007,-23.477042,-47.474525,07:30:00,23:59:00,2,117,8.4
80022029,-23.545758,-47.448908,07:31:00,13:28:00,13,237.88,17.8
80022040,-23.287258,-47.679933,11:43:00,16:23:00,12,278.88,20.36
80022062,-23.469867,-47.496958,08:05:00,15:11:00,54,1944.77,116.75
80022069,-23.486764,-47.433303,08:38:00,13:02:00,28,450.6,32.88
80022083,-23.709,-47.42,07:30:00,23:59:00,7,13.47,0.87
80022086,-23.497625,-47.457233,07:30:00,23:59:00,15,56.29,4.29
80022111,-23.532803,-47.437975,07:30:00,23:59:00,6,96.09,7.13
80022179,-23.394506,-47.377969,08:28:00,17:22:00,13,222.04,16.38
80022187,-23.505969,-47.511319,08:07:00,19:16:00,76,2287.5,166
80022211,-23.260028,-47.297286,07:30:00,23:59:00,10,43.13,3.03
80022219,-23.53535,-47.43505,09:28:00,16:44:00,11,187.58,13.355
80022270,-23.265458,-47.315178,08:57:00,09:04:00,6,96.09,7.13
80022282,-23.488431,-47.478678,07:30:00,23:59:00,25,1099.58,77.96
80022295,-23.387808,-47.3474,07:30:00,23:59:00,6,107.9,7.8
80022320,-23.477058,-47.464942,07:30:00,23:59:00,5,51.8,4
80022349,-23.616208,-47.563878,07:51:00,15:16:00,22,815.32,57.84
80022388,-23.492219,-47.459828,11:31:00,17:32:00,50,1984.95,148.2
80022408,-23.282836,-47.683817,11:54:00,16:08:00,7,216.46,15.82
80022416,-23.212028,-47.50635,09:37:00,14:04:00,12,275.8,19.35
80022423,-23.383469,-47.336008,07:30:00,23:59:00,5,159.3,11.56
80022430,-23.385,-47.337,09:36:00,16:54:00,13,544.73,39.55
80022451,-23.284283,-47.283139,07:30:00,23:59:00,11,133.8,9.8
80022459,-23.186,-47.535,07:30:00,23:59:00,12,44.9,2.9
80022467,-23.545719,-47.454428,08:53:00,15:24:00,13,182.26,13.36
80022524,-23.462064,-47.470842,07:30:00,23:59:00,7,324.63,23.59
80022532,-23.462878,-47.479639,07:54:00,11:06:00,29,329.6,23.37
80022582,-23.428347,-47.467017,07:30:00,23:59:00,6,155.4,12
80022617,-23.515378,-47.233908,07:30:00,23:59:00,10,119.5,8.72
80022618,-23.767128,-47.416758,09:20:00,15:42:00,4,118.42,8.21
80022624,-23.534,-47.463,08:51:00,10:58:00,23,89.74,9.39
80022632,-23.241078,-47.323658,07:30:00,23:59:00,4,25.9,2
80022643,-23.505539,-47.619339,09:33:00,13:59:00,3,49.2,3.48
80022645,-23.508,-47.572,08:21:00,17:39:00,10,138.5,9.62
80022666,-23.508839,-47.425,07:59:00,17:44:00,39,820,58
80022682,-23.515678,-47.443967,07:30:00,23:59:00,5,117,8.4
80022691,-23.792,-47.56,07:30:00,23:59:00,17,575.45,40.83
80022703,-23.432175,-47.511111,10:33:00,15:50:00,11,281.0088,19.8648
80022706,-23.268,-47.293,07:30:00,23:59:00,7,163.11,12.48
80022724,-23.534469,-47.463586,09:20:00,11:13:00,21,329.77,30.37
80022771,-23.512208,-47.457022,08:11:00,10:02:00,11,144.2,11
80022785,-23.214097,-47.523839,08:53:00,15:05:00,13,176.53,12.47
80022815,-23.502908,-47.553478,07:30:00,23:59:00,6,96.09,7.13
80022836,-23.501408,-47.553489,07:30:00,23:59:00,8,96.09,7.13
80022876,-23.714089,-47.4052,11:24:00,11:30:00,4,44.9,2.9
80022878,-23.212847,-47.513069,10:04:00,17:11:00,5,246,17.4
80022894,-23.498689,-47.523419,09:05:00,13:05:00,14,370.6,25.96
80022903,-23.521889,-47.254,07:30:00,23:59:00,6,117,8.4
80022904,-23.455997,-47.4871,07:30:00,23:59:00,2,60.27,4.23
80022918,-23.5198,-47.443869,07:30:00,23:59:00,4,239,17.44
80022950,-23.530464,-47.253722,10:31:00,17:51:00,9,108.09,8.29
80022978,-23.469644,-47.443869,07:30:00,23:59:00,4,166.2,11.88
80023009,-23.545881,-47.447131,07:28:00,15:17:00,21,308.65,21.985
80023018,-23.505908,-47.614669,07:30:00,23:59:00,11,174.37,12.285
80023030,-23.533639,-47.43865,08:06:00,15:45:00,50,2181.53,153.605
80023056,-23.271847,-47.293353,12:02:00,16:56:00,23,495.72,35.28
80023074,-23.25795,-47.3535,07:30:00,23:59:00,8,44.9,2.9
80023079,-23.508,-47.367,08:23:00,14:56:00,14,124.3,8.96
80023128,-23.283728,-47.283669,07:30:00,23:59:00,7,96.09,7.13
80023156,-23.518125,-47.437519,07:30:00,23:59:00,9,49.2,3.48
80023159,-23.460189,-47.511169,09:02:00,14:39:00,31,1445.3,106.94
80023166,-23.454,-47.485,07:30:00,23:59:00,10,358.5,26.16
80023175,-23.274347,-47.6736,12:07:00,14:32:00,11,339.83,23.575
80023179,-23.267828,-47.295278,13:01:00,15:59:00,17,402.21,30.35
80023213,-23.545103,-47.505386,11:25:00,14:06:00,18,692.9,49.8
80023238,-23.353028,-47.692278,09:55:00,11:14:00,9,147.9,11.04
80023243,-23.515628,-47.231028,11:29:00,14:01:00,11,302.2,21.96
80023312,-23.538292,-47.504158,07:30:00,23:59:00,14,122,9.04
80023341,-23.362,-47.689,07:30:00,23:59:00,25,1105,83.2
80023343,-23.389436,-47.334253,07:30:00,23:59:00,21,213.09,15.53
80023360,-23.454528,-47.469892,09:28:00,16:40:00,13,221.17,15.645
80023396,-23.392758,-47.366978,07:54:00,15:19:00,9,199.79,14.55
80023406,-23.498986,-47.460314,07:30:00,23:59:00,8,72.04,5.35
80023433,-23.564953,-47.451439,09:23:00,15:52:00,20,401.06,27.59
80023436,-23.499808,-47.508858,10:47:00,12:04:00,14,78.28,5.155
80023441,-23.459875,-47.509803,07:30:00,23:59:00,8,77.55,5.54
80023464,-23.519169,-47.441631,12:27:00,18:04:00,31,284.9,22
80023472,-23.508039,-47.367119,08:33:00,17:45:00,9,194.7,14.4
80023477,-23.505133,-47.473956,08:39:00,11:58:00,14,347.2,30.6
80023490,-23.264214,-47.279533,12:28:00,16:24:00,10,138.24,12.96
80023519,-23.2717,-47.27965,07:30:00,23:59:00,9,275.07,19.85
80023545,-23.398528,-47.378558,10:12:00,15:36:00,11,693.58,49.37
80023547,-23.449975,-47.476733,10:35:00,14:52:00,18,492.63,34.29
80023595,-23.256,-47.301,09:31:00,17:05:00,10,145.48,10.32
80023600,-23.562,-47.26,07:30:00,23:59:00,5,44.9,2.9
80023604,-23.616339,-47.563778,07:41:00,10:18:00,12,275.07,19.85
80023607,-23.522814,-47.437289,07:50:00,17:03:00,21,269.4,17.4
80023611,-23.266089,-47.297828,07:30:00,23:59:00,9,50.4,3.36
80023623,-23.528883,-47.463517,07:30:00,23:59:00,9,64.79,5.2
80023676,-23.435519,-47.3933,07:30:00,23:59:00,12,135.74,9.17
80023677,-23.474389,-47.454994,07:30:00,23:59:00,9,117,8.4
80023684,-23.517758,-47.476047,07:26:00,12:20:00,14,665.7,47.98
80023690,-23.404,-47.372,07:30:00,23:59:00,9,262.4,19.12
80023692,-23.422983,-47.417264,08:58:00,18:29:00,10,432.62,31.12
80023713,-23.533917,-47.437167,07:30:00,23:59:00,18,332.87,24.47
80023725,-23.567669,-47.262328,07:30:00,23:59:00,6,213.09,15.53
80023726,-23.212328,-47.515858,09:21:00,17:20:00,30,1037.78,73.44
80023729,-23.417528,-47.407908,07:30:00,23:59:00,11,153.01,10.3
80023734,-23.505244,-47.472697,11:13:00,13:36:00,11,68.94,4.69
80023761,-23.449514,-47.475842,08:15:00,15:07:00,13,182.6,13.04
80023776,-23.497756,-47.508386,07:30:00,23:59:00,21,559.19,36.99
80023779,-23.271103,-47.279033,07:30:00,23:59:00,8,137.6,9.67
80023794,-23.39185,-47.333458,07:30:00,23:59:00,7,149.38,10.66
80023798,-23.263639,-47.299978,16:14:00,16:21:00,10,25.9,2
80023802,-23.539,-47.449,07:16:00,14:12:00,24,413.476,28.878
80023811,-23.520167,-47.257192,10:30:00,15:54:00,12,356.65,27.13
80023814,-23.506508,-47.513225,09:32:00,16:13:00,31,933.24,67.38
80023829,-23.2758,-47.292144,10:59:00,16:41:00,34,638.25,43.95
80023835,-23.521392,-47.476422,07:30:00,23:59:00,1,46.8,3.36
80023844,-23.507392,-47.3685,09:08:00,17:51:00,21,802.9,62
80023852,-23.410875,-47.409481,08:21:00,18:30:00,54,1481.9,110.4
80023853,-23.5055,-47.516125,10:00:00,17:32:00,9,234.49,17.33
80023855,-23.576261,-47.464447,07:30:00,23:59:00,7,169.84,12.14
80023865,-23.538892,-47.436514,08:51:00,15:49:00,7,96.09,7.13
80023867,-23.524083,-47.451222,07:30:00,23:59:00,17,802.38,54.77
80023887,-23.522844,-47.46495,07:26:00,08:28:00,24,622.08,58.32
80023899,-23.189958,-47.53495,07:30:00,23:59:00,5,262.2,18.72
80023900,-23.498,-47.309,09:53:00,13:55:00,7,166.3,12.08
80023908,-23.573319,-47.6025,07:30:00,23:59:00,8,96.09,7.13
80023922,-23.489458,-47.464586,07:30:00,23:59:00,12,129.5,10
80023929,-23.534,-47.461,10:34:00,16:54:00,23,410.24,33.492
80023942,-23.4763,-47.440419,07:30:00,23:59:00,4,117,8.4
80023957,-23.500172,-47.447914,09:33:00,16:06:00,89,3470.7,246.48
80023962,-23.448,-47.517,07:30:00,23:59:00,18,980.9,70.1
80023968,-23.505578,-47.462628,07:30:00,23:59:00,7,43.3268,3.464
80023971,-23.550444,-47.435531,07:30:00,23:59:00,7,275.18,19.96
80023973,-23.237492,-47.518089,07:30:00,23:59:00,5,103.6,8
80023974,-23.285478,-47.440658,07:30:00,23:59:00,5,155.4,12
80023985,-23.514803,-47.251081,07:30:00,23:59:00,5,74.25,5.45
80023992,-23.506,-47.281,08:56:00,15:06:00,10,399.4,30.08
80023996,-23.455856,-47.487581,10:37:00,18:32:00,15,1365.27,98.07
80024001,-23.416661,-47.417225,08:56:00,18:12:00,9,468,33.6
80024008,-23.291361,-47.3115,07:30:00,23:59:00,3,77.7,6
80024010,-23.534,-47.463,08:12:00,10:24:00,11,262.26,21.3
80024011,-23.535,-47.463,07:20:00,09:42:00,14,171.46,13.855
80024016,-23.509,-47.607419,10:08:00,12:43:00,8,51.8,4
80024023,-23.415,-47.344,07:31:00,11:41:00,24,538.17,37.92
80024025,-23.54295,-47.458383,11:28:00,17:31:00,5,259,20
80024026,-23.662608,-47.582189,08:22:00,09:19:00,20,350.3,22.556
80024029,-23.480606,-47.485553,07:30:00,23:59:00,7,473.4,34.4
80024030,-23.535,-47.463111,07:40:00,09:30:00,27,368.64,34.56
80024067,-23.529783,-47.435583,10:10:00,22:21:00,25,477.6,34.08
80024094,-23.536,-47.257,11:47:00,18:28:00,18,433.4,32.9
80024101,-23.497642,-47.458289,07:54:00,14:36:00,16,136.49,12.99
80024103,-23.224383,-47.518517,07:30:00,23:59:00,15,177.66,12.96
80024121,-23.212,-47.516,10:19:00,15:37:00,25,680.2,47.56
80024125,-23.446706,-47.4907,08:27:00,16:12:00,19,281.8,19.48
80024140,-23.435972,-47.481158,14:49:00,17:46:00,9,958.3,74
80024154,-23.449,-47.377,07:30:00,23:59:00,10,190.14,12.52
80024158,-23.536,-47.464,07:37:00,09:54:00,23,229.49,23.26
80024176,-23.464069,-47.465439,11:53:00,18:19:00,33,1096.78,78.24
80024187,-23.666,-47.589,08:29:00,13:16:00,37,1081.82,73.13
80024190,-23.647619,-47.447819,16:58:00,17:15:00,16,379.9,27.18
80024192,-23.378314,-47.330203,07:30:00,23:59:00,6,185.39,13.54
80024216,-23.418878,-47.421089,08:39:00,15:01:00,37,2590,200
80024218,-23.483208,-47.496269,08:58:00,16:06:00,9,259,20
80024220,-23.482075,-47.4689,09:30:00,12:29:00,6,218.1,16.08
80024229,-23.448203,-47.480014,08:00:00,16:30:00,11,136.4,10.32
80024234,-23.491881,-47.465794,14:02:00,21:08:00,3,181.3,14
80024237,-23.472814,-47.473681,07:30:00,23:59:00,38,104.45,7.25
80024238,-23.403761,-47.372217,07:30:00,23:59:00,6,49.39,3.19
80024239,-23.384786,-47.331306,07:30:00,23:59:00,10,75.1,5.48
80024246,-23.463,-47.493303,07:30:00,23:59:00,11,155.68,11.24
80024249,-23.485622,-47.477572,07:30:00,23:59:00,13,117,8.4
80024284,-23.522575,-47.445028,07:30:00,23:59:00,5,170.68,12.26
80024289,-23.487083,-47.433569,09:20:00,14:57:00,5,260.3,18.26
80024291,-23.514419,-47.253908,11:17:00,15:18:00,17,348.18,25.235
80024294,-23.385947,-47.350428,07:30:00,23:59:00,4,25.9,2
80024307,-23.514397,-47.434453,07:30:00,23:59:00,2,285.8,20.8
80024310,-23.483014,-47.473356,08:01:00,10:14:00,20,348.74,24.17
80024311,-23.4765,-47.463211,07:30:00,23:59:00,4,168.8,12.4
80024318,-23.382222,-47.334683,07:30:00,23:59:00,8,49.39,3.19
80024323,-23.716756,-47.414931,07:30:00,23:59:00,5,25.9,2
80024324,-23.720178,-47.407869,09:42:00,12:18:00,13,151.16,10.93
80024330,-23.508339,-47.511967,10:35:00,17:26:00,16,314.1,21.75
80024355,-23.223883,-47.516681,07:30:00,23:59:00,14,94.29,6.09
80024368,-23.492758,-47.506,09:57:00,17:46:00,50,531.47,37.55
80024378,-23.451169,-47.476139,08:03:00,17:40:00,52,3885,300
80024389,-23.509036,-47.518625,10:36:00,19:17:00,9,304.4,21.68
80024390,-23.272389,-47.279317,07:30:00,23:59:00,5,44.9,2.9
80024408,-23.669617,-47.587525,07:30:00,23:59:00,13,117,8.4
80024426,-23.4967,-47.439439,07:30:00,23:59:00,5,132.75,9.51
80024463,-23.538189,-47.464069,11:50:00,13:53:00,5,48.35,3.45
80024466,-23.500058,-47.483278,08:13:00,10:12:00,13,759.45,53.96
80024479,-23.48285,-47.484469,07:30:00,23:59:00,17,49.2,3.48
80024481,-23.54045,-47.411389,08:47:00,14:13:00,7,55.25,3.77
80024491,-23.534539,-47.462939,08:15:00,10:58:00,13,48.27,4.405
80024503,-23.259428,-47.355825,07:30:00,23:59:00,7,200.67,14.31
80024511,-23.260069,-47.353094,07:30:00,23:59:00,4,70.2,5.04
80024533,-23.534947,-47.431647,07:30:00,23:59:00,6,96.78,6.71
80024536,-23.511133,-47.353708,07:30:00,23:59:00,10,49.2,3.48
80024538,-23.497981,-47.446542,07:30:00,23:59:00,4,117,8.4
80024546,-23.256578,-47.323378,13:08:00,16:55:00,11,880.6,68
80024554,-23.507875,-47.449111,07:30:00,23:59:00,6,95.52,6.22
80024562,-23.505758,-47.615308,16:30:00,16:42:00,5,49.2,3.48
80024567,-23.514553,-47.272633,07:30:00,23:59:00,5,46.25,3.37
80024579,-23.4366,-47.474536,07:30:00,23:59:00,5,44.9,2.9
80024588,-23.481664,-47.421589,07:30:00,23:59:00,9,551.57,39.76
80024592,-23.504978,-47.452978,10:56:00,11:48:00,5,82.19,6.29
80024604,-23.476239,-47.459175,07:30:00,23:59:00,5,336.51,22.876
80024609,-23.6957,-47.498428,13:06:00,13:15:00,8,486.58,33.705
80024618,-23.218622,-47.518567,07:30:00,23:59:00,25,2634.9,202.9
80024628,-23.507961,-47.437794,07:30:00,23:59:00,4,30.39,2.29
80024636,-23.284347,-47.289036,07:30:00,23:59:00,5,133.4,9.56
80024649,-23.530228,-47.433117,07:30:00,23:59:00,11,927.62,69.2
80024665,-23.259339,-47.356006,08:37:00,16:09:00,34,1377,92.4
80056223,-23.279958,-47.303208,09:38:00,14:57:00,26,1260.87,91.67
80086259,-23.521178,-47.442131,07:30:00,23:59:00,12,832.09,60.485
80099924,-23.464711,-47.476633,07:30:00,23:59:00,4,25.9,2
80099925,-23.524714,-47.456689,07:30:00,23:59:00,4,70.2,5.04
80099930,-23.716608,-47.414531,07:30:00,23:59:00,5,138.16,10.8
80099935,-23.382106,-47.330994,07:30:00,23:59:00,8,323.18,23.14
